,ID,Point,A1,CA3,CA5,RCC,ROC,D
0,4602,POINT (-805286.9648000002 -1115562.3542999998),3.0742275912450627,9.091248425323732,15.236144154284087,114.57418144259906,72.86746702921857,7.836898983873586
1,4602,POINT (-805286.0122999996 -1115570.1330999993),3.0025058917542915,9.14151644821393,15.164012247041226,61.32784890254548,81.51060819582945,9.208869294460781
2,4602,POINT (-805286.1711000018 -1115579.3405999988),3.064782965214575,9.075269713471787,15.185077282877357,114.98802316912257,89.43185432551182,8.45115318443178
3,4602,POINT (-805286.9648000002 -1115587.7544),3.0079808565029196,9.108343799878002,15.159505618449241,55.13679339878414,63.80746729023341,6.271019199848415
4,4602,POINT (-805288.3801999986 -1115593.8636000007),3.035579978160507,9.092216761480376,15.179545095150036,64.0917398382769,60.772449587369685,7.311579648336839
5,4602,POINT (-805290.7749000005 -1115600.7718999982),3.0486559268169495,9.106781273432539,15.136048819193379,70.32235665922843,65.90020492856313,5.754575474111878
6,4602,POINT (-805293.1561000012 -1115606.0106999986),3.0225453684550834,9.092487984529953,15.238612081792716,46.037360563428855,46.89452812405815,5.200148693020534
7,4602,POINT (-805295.8548999988 -1115610.455699999),3.02128668925792,9.15437617681526,15.289342701578283,45.133496396008994,53.765794721469774,5.652926786238058
8,4602,POINT (-805299.3473999985 -1115614.9006999992),3.1105441191022565,9.218141406306248,15.338112583083975,234.41339589723884,116.56141836916257,8.902785896800221
9,4602,POINT (-805305.0623999983 -1115621.7270000018),3.0863105979460723,9.29428052537097,15.441024264396212,233.95110832602288,270.2566959095,16.959557531047707
10,4602,POINT (-805316.6512000002 -1115634.1094999984),3.0974258083226425,9.309193456036036,15.530747661162383,536.4520328216032,638.2201601611715,30.422445792425624
11,4602,POINT (-805338.3999000005 -1115655.3819999993),3.1254570497673217,9.333892944114055,15.537200068086891,2988.8368736230386,2107.858238527934,66.02945540985839
12,4602,POINT (-805386.3425000012 -1115700.7846000008),3.111010086024092,9.353463661818177,15.561599792516901,1969.3541217841343,2641.430361037682,54.42153059017802
13,4602,POINT (-805426.9825999998 -1115736.979699999),3.1169965260267634,9.338716934426937,15.530174346006348,1855.0854362689977,3054.192109233093,36.83174877302117
14,4602,POINT (-805455.0813999996 -1115760.792199999),3.110710322376082,9.293707210214933,15.48271541140235,949.4217270470409,1148.6566542319686,21.80617437455604
15,4602,POINT (-805471.2740000002 -1115775.3973000012),3.0660003618120886,9.254708799351496,15.443072766420583,267.58914071336045,315.21781721249846,18.639369766987986
16,4602,POINT (-805484.1327 -1115788.890999999),3.077998115163325,9.215365918017737,15.411842136092377,307.8484574564781,285.7813344404177,20.508948470727933
17,4602,POINT (-805497.3090000004 -1115804.6072999984),3.0713674410423235,9.235131451904206,15.43676585578269,273.1410266744866,267.50602133660675,17.84582836182975
18,4602,POINT (-805507.7864999995 -1115819.0535999984),3.085765895698557,9.292767378807277,15.497585320270419,690.8519355361403,794.7528264004077,59.27152938591415
19,4602,POINT (-805539.8541000001 -1115868.9012000002),3.1356340420663957,9.34821976406477,15.542479227594683,12926.392006241673,10008.232402222391,94.77490313435895
20,4602,POINT (-805590.6541999988 -1115948.9114000015),3.1268198262998177,9.385345890853802,15.608602328205645,4197.345010054573,61579.582330735124,29.236330116109727
21,4602,POINT (-805606.688000001 -1115973.3588999994),3.1228920224875885,9.387202390440692,15.651206632250187,3475.012252097202,26916.923434666787,100.72990116655902
22,4602,POINT (-805660.3456000015 -1116058.6077999994),3.137490541653286,9.388752763883973,15.614728847304946,33137.851651848214,77154.69541744456,171.14022348087178
23,4602,POINT (-805752.1033000015 -1116203.0705999993),3.1283701997430993,9.36501699851754,15.56127763183557,8728.836447338474,9777.40597527137,59.690193072070215
24,4602,POINT (-805783.4375 -1116253.875),3.0991562571211544,9.300895067694697,15.55369607133666,977.7090813766387,993.9750263350071,23.28088344196679
25,4602,POINT (-805794.8071000017 -1116274.1908),3.0733686108304417,9.287835329940275,15.520999183069547,314.84270479285,384.30259134144495,19.670293094892124
26,4602,POINT (-805803.2208999991 -1116291.9708000012),3.1153104619886784,9.293472726205293,15.455481356378531,740.6774174018389,479.1477960737625,19.261837588797505
27,4602,POINT (-805810.9996000007 -1116309.5920999981),3.1047936533861726,9.282956488426937,15.461709590760917,512.4860589913959,449.1297862205937,18.45398051336133
28,4602,POINT (-805817.8258999996 -1116326.7371000014),3.0628523730520856,9.273030517941796,15.48154551910488,205.87944867665266,274.5179571508998,13.959171937674604
29,4602,POINT (-805821.9534000009 -1116340.0720999986),3.105384491503538,9.261441403730029,15.470746160320804,444.8522217791634,299.38758748134774,18.253537190294942
30,4602,POINT (-805826.7159000002 -1116357.6933999993),3.093204539174404,9.303100133882545,15.464145846786215,418.7158567528379,472.54054147617495,22.264135010630266
31,4602,POINT (-805831.4783999994 -1116379.4422000013),3.1045111032046036,9.295908982230593,15.513778428846194,722.2226011538493,725.156437926277,31.29480204891764
32,4602,POINT (-805837.0346999988 -1116410.2397999987),3.0981933398515853,9.315189398168252,15.531773244574815,550.7147407346278,632.1682534813956,16.501651977244205
33,4602,POINT (-805839.257199999 -1116426.5910999998),3.1124849551120635,9.33405760219581,15.574982560755258,670.1532613733384,551.4256067245449,22.510110886865778
34,4602,POINT (-805841.6385000013 -1116448.9748999998),3.1233793072321596,9.372278117699066,15.604902090980246,2258.5993193693516,3081.5840631100045,59.76135588712175
35,4602,POINT (-805846.8772 -1116508.5062000006),3.1364138553548435,9.394223796016599,15.636730341902732,22117.64511688803,181311.69209713698,169.32385542580022
36,4602,POINT (-805862.5934999995 -1116677.0991000012),3.1344306334295955,9.400866079558508,15.65864830481345,14845.344129196117,91779.66378232303,43.32051923607796
37,4602,POINT (-805866.305399999 -1116720.2602999993),3.130021590774069,9.398855142226447,15.673338051531184,6290.857990030186,110470.55690114132,102.26209513525274
38,4602,POINT (-805876.2459999993 -1116822.0381000005),3.1344029180227824,9.402493562746745,15.673122107789533,19371.84911327666,188023.64369094017,176.2941228981966
39,4602,POINT (-805892.121100001 -1116997.6160000004),3.1380690539498928,9.408669883585869,15.666349521413318,70041.90797007227,294569.048842888,317.30484263480344
40,4627,POINT (-803097.0742999986 -1115142.3062999994),3.0819970868966085,9.229826056969014,15.428708831175225,193.56505217088088,167.07874953342417,9.652510268762045
41,4627,POINT (-803104.8531000018 -1115148.0212999992),3.062962990282518,9.227100566011387,15.397674575708301,120.79880310195334,137.5527196657976,9.339330808692734
42,4627,POINT (-803112.7906000018 -1115152.9426000006),3.08214048883226,9.230811509021805,15.431523275489711,134.72068063366663,120.68999768669853,6.67698670246655
43,4627,POINT (-803118.6644000001 -1115156.1176000014),3.0857080299070274,9.286563198310585,15.424189944052548,148.03759121690948,149.17703534633367,9.866670211496594
44,4627,POINT (-803127.5927000009 -1115160.3172000013),3.118714679571298,9.279086464937771,15.409121390677402,1960.2253920625817,1646.0077585532065,79.81977499728076
45,4627,POINT (-803200.5795000009 -1115192.6301000006),3.0746637554594454,9.241272871938111,15.336762396569112,690.0580509004742,898.8765379104096,12.50513788234965
46,4627,POINT (-803212.3271000013 -1115196.9164000005),3.0478944369073693,9.132339687090786,15.24053788427549,103.55809000646,90.29430090525301,6.8923958061327895
47,4627,POINT (-803218.9946000017 -1115198.6627000012),3.009781494723972,9.047159449244745,15.145868842696483,50.45655389665981,50.386783160558316,6.399410883752272
48,4627,POINT (-803225.3445999995 -1115199.4563999996),2.9894835176134054,9.02331065032967,15.095637304293533,39.867475361276284,42.78082374130721,5.717203047684578
49,4627,POINT (-803231.0595999993 -1115199.297699999),3.0240456379922933,9.037961372662192,15.086059804772578,52.33018603753363,45.38828104079293,6.578125393340776
50,4627,POINT (-803237.5683999993 -1115198.3451999985),3.024432217056493,9.0867947924352,15.177052890254775,75.12561141570038,81.76056888213678,11.013384048062075
51,4627,POINT (-803248.2045999989 -1115195.4875999987),3.038316937386414,9.163523734649077,15.301359125350722,92.04601944318895,110.52129152351216,7.989762445599505
52,4627,POINT (-803255.6658999994 -1115192.6301000006),3.1007745802061706,9.252881270301938,15.398230521471964,250.3276420558161,168.9121706157578,12.444400726058415
53,4627,POINT (-803267.0958999991 -1115187.708900001),3.1137897527093523,9.335481367029058,15.450474608937874,834.3947165770488,1438.5407057504183,33.95032874833664
54,4627,POINT (-803297.8935000002 -1115173.4213999994),3.1209170341135337,9.31138309134529,15.477120250774007,1852.4761958669794,3697.0821619894045,42.65043986662865
55,4627,POINT (-803336.9461000003 -1115156.2762999982),3.0766763045224033,9.262555917858483,15.398444872189577,371.6186439727502,412.4111885909499,5.574316340753979
56,4627,POINT (-803342.184799999 -1115154.3713000007),3.064962579222547,9.16373808536669,15.359092825552679,82.63515783759094,66.65440687959321,7.087128948347843
57,4627,POINT (-803349.0111000016 -1115152.4662999995),3.022099201621741,9.161499486916743,15.265718440733641,55.89932925712523,72.19914033003525,6.264041321902363
